SaleID,SaleDate,ProductID,Quantity,TotalPrice,CustomerID,StoreID
SALE0100058,2025-01-02,P2480,3,3115.95,CUST00226,STORE006
SALE0100059,2025-05-24,P2389,2,1014.94,CUST00463,STORE003
SALE0100060,2025-06-04,P1478,5,2034.85,CUST00695,STORE008
SALE0100061,2025-01-14,P1159,5,419.55,CUST00062,STORE010
SALE0100062,2025-06-07,P2081,3,347.25,CUST00234,STORE006
SALE0100063,2025-01-14,P1492,2,2413.68,CUST00545,STORE003
SALE0100064,2025-01-16,P2001,3,817.02,CUST00393,STORE002
SALE0100065,2025-02-11,P1211,4,7467.08,CUST00979,STORE007
SALE0100066,2025-03-04,P1894,5,11104.8,CUST00309,STORE003
SALE0100067,2025-03-04,P1324,2,758.24,CUST00150,STORE002
SALE0100068,2025-05-14,P1571,4,1805.64,CUST00228,STORE001
SALE0100069,2025-05-19,P1737,4,710.4,CUST00615,STORE004
SALE0100070,2025-05-08,P2342,1,955.03,CUST00670,STORE008
SALE0100071,2025-04-12,P1595,3,9049.95,CUST00100,STORE008
SALE0100072,2025-06-03,P2220,1,62.43,CUST00088,STORE004
SALE0100073,2025-06-24,P2023,2,7738.84,CUST00820,STORE004
SALE0100074,2025-04-22,P1395,3,151.44,CUST00651,STORE004
SALE0100075,2025-03-17,P1215,5,6877.5,CUST00425,STORE003
SALE0100076,2025-02-06,P2104,1,677.56,CUST00723,STORE003
SALE0100077,2025-03-15,P1284,2,2547.46,CUST00656,STORE001
SALE0100078,2025-05-09,P1066,5,11066.6,CUST00319,STORE004
SALE0100079,2025-06-08,P1959,3,860.67,CUST00637,STORE007
SALE0100080,2025-06-16,P1000,4,5729.08,CUST00552,STORE001
SALE0100081,2025-02-17,P2044,1,1027.7,CUST00682,STORE008
SALE0100082,2025-03-24,P1615,5,1338.5,CUST00708,STORE006
SALE0100083,2025-06-25,P1179,5,3737.2,CUST00477,STORE007
SALE0100084,2025-02-09,P1728,5,994.05,CUST00370,STORE001
SALE0100085,2025-05-19,P1821,5,7726.55,CUST00321,STORE001
SALE0100086,2025-05-10,P1322,5,1364.4,CUST00390,STORE008
SALE0100087,2025-05-30,P2129,3,3232.77,CUST00659,STORE002
SALE0100088,2025-02-05,P1914,4,5698.84,CUST00644,STORE001
SALE0100089,2025-01-06,P1791,4,2627.92,CUST00053,STORE005
SALE0100090,2025-04-08,P2173,3,855.48,CUST00004,STORE010
SALE0100091,2025-02-11,P1639,4,1064.32,CUST00365,STORE006
SALE0100092,2025-01-22,P1299,3,41932.44,CUST00133,STORE008
SALE0100093,2025-05-25,P2146,5,894.5,CUST00730,STORE005
SALE0100094,2025-05-15,P2110,3,444.03,CUST00581,STORE003
SALE0100095,2025-05-24,P1409,3,4885.65,CUST00415,STORE007
SALE0100096,2025-03-13,P1635,1,3486.88,CUST00648,STORE005
SALE0100097,2025-01-12,P2493,2,948.8,CUST00063,STORE006
SALE0100098,2025-06-13,P1614,2,1600.26,CUST00706,STORE002
SALE0100099,2025-05-17,P2156,1,30.82,CUST00445,STORE002
SALE0100100,2025-01-30,P2067,1,616.44,CUST00920,STORE008
SALE0100101,2025-05-17,P1559,1,350.59,CUST00490,STORE010
SALE0100102,2025-01-12,P2017,3,834.51,CUST00457,STORE002
SALE0100103,2025-03-13,P1464,1,530.94,CUST00366,STORE010
SALE0100104,2025-01-25,P1192,1,930.93,CUST00612,STORE008
SALE0100105,2025-01-16,P1716,2,2652.4,CUST00156,STORE006
SALE0100106,2025-03-22,P1492,4,4827.36,CUST00011,STORE005
SALE0100107,2025-05-25,P2118,4,600.12,CUST00211,STORE006
SALE0100108,2025-02-03,P2056,5,3454.3,CUST00222,STORE008
SALE0100109,2025-04-13,P1543,2,443.56,CUST00861,STORE004
SALE0100110,2025-01-20,P2426,5,278297.0,CUST00041,STORE006
SALE0100111,2025-05-26,P1692,2,1546.9,CUST00946,STORE004
SALE0100112,2025-01-23,P1652,4,785.48,CUST00242,STORE002
SALE0100113,2025-03-03,P2326,1,2175.17,CUST00769,STORE007
SALE0100114,2025-04-20,P1205,2,111010.44,CUST00610,STORE007
SALE0100115,2025-03-01,P1950,5,2019.5,CUST00543,STORE005
SALE0100116,2025-04-07,P1864,3,1365.57,CUST00573,STORE006
SALE0100117,2025-06-02,P2400,1,714.24,CUST00719,STORE001
SALE0100118,2025-04-13,P1822,1,2198.65,CUST00856,STORE008
SALE0100119,2025-05-16,P2141,3,5224.14,CUST00140,STORE005
SALE0100120,2025-06-02,P1584,3,2586.03,CUST00072,STORE009
SALE0100121,2025-01-19,P1100,5,2658.6,CUST00059,STORE001
SALE0100122,2025-04-17,P1348,2,895.74,CUST00216,STORE002
SALE0100123,2025-05-04,P1800,3,3875.16,CUST00785,STORE009
SALE0100124,2025-05-20,P1112,1,207.42,CUST00359,STORE004
SALE0100125,2025-04-14,P2413,5,6244.15,CUST00276,STORE004
SALE0100126,2025-02-08,P1481,5,6577.75,CUST00990,STORE005
SALE0100127,2025-05-24,P1037,1,725.59,CUST00986,STORE008
SALE0100128,2025-03-24,P1795,4,2997.72,CUST00053,STORE006
SALE0100129,2025-02-10,P1804,3,171694.05,CUST00008,STORE007
SALE0100130,2025-04-10,P2088,1,168.06,CUST00831,STORE004
SALE0100131,2025-03-31,P2346,5,225205.6,CUST00845,STORE003
SALE0100132,2025-05-07,P2285,2,3943.04,CUST00554,STORE005
SALE0100133,2025-04-02,P2124,3,1536.84,CUST00672,STORE003
SALE0100134,2025-04-03,P2465,1,8146.69,CUST00613,STORE005
SALE0100135,2025-03-06,P1517,5,10498.1,CUST00433,STORE001
SALE0100136,2025-06-11,P1744,5,1024.3,CUST00113,STORE007
SALE0100137,2025-05-31,P1008,4,369.88,CUST00166,STORE009
SALE0100138,2025-01-18,P1554,1,772.78,CUST00907,STORE007
SALE0100139,2025-03-08,P2424,1,541.16,CUST00504,STORE002
SALE0100140,2025-03-17,P1007,5,7116.75,CUST00168,STORE002
SALE0100141,2025-05-17,P2357,2,2529.32,CUST00017,STORE001
SALE0100142,2025-05-21,P1129,5,184471.2,CUST00170,STORE007
SALE0100143,2025-01-09,P1392,3,1154.61,CUST00575,STORE001
SALE0100144,2025-03-25,P2272,2,3017.74,CUST00728,STORE009
SALE0100145,2025-04-04,P1483,1,2191.84,CUST00562,STORE005
SALE0100146,2025-03-23,P1409,2,3257.1,CUST00060,STORE008
SALE0100147,2025-06-20,P1323,5,1417.85,CUST00214,STORE005
SALE0100148,2025-02-13,P2199,5,14905.0,CUST00272,STORE005
SALE0100149,2025-01-11,P1275,2,1714.94,CUST00668,STORE003
SALE0100150,2025-01-31,P1260,1,308.14,CUST00173,STORE010
SALE0100151,2025-02-10,P2287,2,5388.16,CUST00549,STORE004
SALE0100152,2025-02-06,P1660,4,684.6,CUST00264,STORE010
SALE0100153,2025-06-19,P2318,5,8673.25,CUST00644,STORE003
SALE0100154,2025-05-25,P2164,5,998.2,CUST00783,STORE003
SALE0100155,2025-02-11,P1683,5,4291.35,CUST00231,STORE006
SALE0100156,2025-03-20,P2130,1,684.77,CUST00865,STORE005
SALE0100157,2025-02-14,P2412,1,432.57,CUST00404,STORE006
SALE0100158,2025-02-10,P1252,1,233.68,CUST00345,STORE004
SALE0100159,2025-06-28,P1908,2,545.98,CUST00398,STORE003
SALE0100160,2025-06-13,P2195,5,8324.0,CUST00723,STORE008
SALE0100161,2025-02-03,P1536,2,194220.68,CUST00438,STORE006
SALE0100162,2025-01-09,P1471,4,735.08,CUST00376,STORE001
SALE0100163,2025-04-16,P1292,1,845.69,CUST00005,STORE003
SALE0100164,2025-02-16,P1989,3,10206.3,CUST00424,STORE002
SALE0100165,2025-01-20,P1358,4,5284.36,CUST00278,STORE010
SALE0100166,2025-06-21,P2250,1,86.71,CUST00912,STORE007
SALE0100167,2025-06-25,P2074,3,1010.01,CUST00117,STORE003
SALE0100168,2025-06-06,P2296,1,2049.67,CUST00369,STORE007
SALE0100169,2025-03-20,P1330,2,169.26,CUST00977,STORE008
SALE0100170,2025-03-08,P1790,2,611.84,CUST00703,STORE001
SALE0100171,2025-01-11,P1293,5,828.3,CUST00803,STORE004
SALE0100172,2025-04-01,P1866,5,3852.3,CUST00136,STORE006
SALE0100173,2025-06-24,P1774,2,2024.04,CUST00329,STORE002
SALE0100174,2025-05-06,P1592,5,6763.85,CUST00526,STORE006
SALE0100175,2025-06-14,P1716,4,5304.8,CUST00252,STORE003
SALE0100176,2025-06-10,P1834,4,3874.68,CUST00345,STORE004
SALE0100177,2025-04-10,P1093,5,7229.45,CUST00470,STORE008
SALE0100178,2025-04-29,P2079,1,1841.34,CUST00129,STORE003
SALE0100179,2025-01-27,P1955,5,797.4,CUST00001,STORE010
SALE0100180,2025-04-02,P1371,5,1132.5,CUST00387,STORE002
SALE0100181,2025-05-25,P1296,5,1448.3,CUST00781,STORE009
SALE0100182,2025-01-08,P1782,1,1301.12,CUST00882,STORE003
SALE0100183,2025-06-24,P1749,2,1916.72,CUST00464,STORE007
SALE0100184,2025-04-28,P2027,1,548.43,CUST00633,STORE002
SALE0100185,2025-03-05,P2142,1,280.42,CUST00687,STORE008
SALE0100186,2025-02-11,P2299,4,3551.56,CUST00429,STORE009
SALE0100187,2025-05-02,P2342,1,955.03,CUST00103,STORE007
SALE0100188,2025-04-19,P1842,2,2125.1,CUST00799,STORE003
SALE0100189,2025-01-18,P1761,4,1584.92,CUST00140,STORE006
SALE0100190,2025-04-29,P2301,1,29673.28,CUST00073,STORE001
SALE0100191,2025-04-05,P2113,2,1887.92,CUST00028,STORE001
SALE0100192,2025-04-30,P1549,3,292.53,CUST00711,STORE010
SALE0100193,2025-02-04,P2261,3,1149.18,CUST00160,STORE010
SALE0100194,2025-02-25,P2109,5,2118.15,CUST00790,STORE002
SALE0100195,2025-03-23,P1376,1,531.17,CUST00417,STORE008
SALE0100196,2025-02-16,P2203,2,3608.96,CUST00078,STORE003
SALE0100197,2025-04-26,P1110,3,102654.54,CUST00603,STORE005
SALE0100198,2025-01-19,P1426,5,1153.75,CUST00313,STORE004
SALE0100199,2025-02-22,P1580,2,314.16,CUST00309,STORE003
SALE0100200,2025-02-23,P1482,4,4652.32,CUST00721,STORE009
SALE0100201,2025-03-27,P1947,2,97.46,CUST00903,STORE001
SALE0100202,2025-02-25,P1809,5,3544.95,CUST00196,STORE001
SALE0100203,2025-01-21,P1879,3,6834.15,CUST00272,STORE010
SALE0100204,2025-05-22,P2496,1,56.72,CUST00680,STORE002
SALE0100205,2025-06-29,P1036,2,2197.54,CUST00092,STORE007
SALE0100206,2025-02-02,P2212,3,8812.17,CUST00959,STORE006
SALE0100207,2025-05-12,P1128,3,320.58,CUST00545,STORE001
SALE0100208,2025-04-21,P1493,4,549.88,CUST00844,STORE001
SALE0100209,2025-03-17,P2061,1,104.24,CUST00965,STORE010
SALE0100210,2025-02-09,P1512,3,8364.12,CUST00615,STORE009
SALE0100211,2025-04-14,P1582,2,216.82,CUST00662,STORE009
SALE0100212,2025-06-14,P2031,1,191.17,CUST00868,STORE006
SALE0100213,2025-05-25,P2092,2,96877.0,CUST00181,STORE008
SALE0100214,2025-06-18,P2280,4,451.96,CUST00380,STORE006
SALE0100215,2025-02-26,P1569,1,1015.83,CUST00912,STORE003
SALE0100216,2025-01-03,P1221,3,5886.63,CUST00681,STORE003
SALE0100217,2025-03-06,P1455,5,9876.65,CUST00854,STORE002
SALE0100218,2025-06-26,P2164,2,399.28,CUST00758,STORE009
SALE0100219,2025-03-13,P1930,2,744.36,CUST00168,STORE004
SALE0100220,2025-02-19,P1869,3,5103.06,CUST00465,STORE002
SALE0100221,2025-01-30,P2474,1,1319.01,CUST00800,STORE006
SALE0100222,2025-01-09,P1968,1,865.12,CUST00891,STORE007
SALE0100223,2025-06-26,P1447,1,246.2,CUST00870,STORE004
SALE0100224,2025-06-13,P2435,5,3510.8,CUST00991,STORE001
SALE0100225,2025-01-28,P1812,1,520.09,CUST00561,STORE010
SALE0100226,2025-05-04,P1045,2,652.94,CUST00738,STORE001
SALE0100227,2025-06-08,P1744,5,1024.3,CUST00882,STORE001
SALE0100228,2025-06-21,P1365,4,941.44,CUST00181,STORE007
SALE0100229,2025-02-12,P1067,2,22225.96,CUST00095,STORE004
SALE0100230,2025-06-19,P2344,1,245.94,CUST00898,STORE006
SALE0100231,2025-02-07,P1279,5,709.15,CUST00079,STORE004
SALE0100232,2025-01-13,P2183,1,145.22,CUST00654,STORE009
SALE0100233,2025-04-20,P2221,2,140.06,CUST00772,STORE009
SALE0100234,2025-05-12,P1528,2,462.8,CUST00245,STORE001
SALE0100235,2025-01-08,P2493,1,474.4,CUST00293,STORE010
SALE0100236,2025-03-07,P2119,3,129.48,CUST00089,STORE006
SALE0100237,2025-05-24,P1499,2,799.48,CUST00976,STORE001
SALE0100238,2025-06-29,P2297,1,517.69,CUST00296,STORE006
SALE0100239,2025-05-03,P1887,4,13901.4,CUST00465,STORE005
SALE0100240,2025-06-08,P1423,5,6526.75,CUST00708,STORE006
SALE0100241,2025-03-03,P1243,2,40233.8,CUST00696,STORE001
SALE0100242,2025-05-20,P2127,2,1373.14,CUST00286,STORE005
SALE0100243,2025-02-08,P2423,4,825.68,CUST00517,STORE008
SALE0100244,2025-04-28,P1602,3,2969.67,CUST00770,STORE004
SALE0100245,2025-06-11,P1382,5,2532.55,CUST00432,STORE003
SALE0100246,2025-05-25,P1362,1,436.59,CUST00063,STORE001
SALE0100247,2025-03-04,P2167,2,639.78,CUST00743,STORE003
SALE0100248,2025-05-01,P1838,3,1001.34,CUST00288,STORE002
SALE0100249,2025-02-10,P1947,4,194.92,CUST00478,STORE005
SALE0100250,2025-02-06,P2173,5,1425.8,CUST00861,STORE001
SALE0100251,2025-06-06,P1058,1,1021.57,CUST00760,STORE009
SALE0100252,2025-06-17,P1976,3,6972.9,CUST00470,STORE008
SALE0100253,2025-06-28,P2270,1,2384.45,CUST00113,STORE006
SALE0100254,2025-01-04,P2066,2,1026.54,CUST00399,STORE003
SALE0100255,2025-03-14,P1736,1,1282.47,CUST00866,STORE009
SALE0100256,2025-05-12,P2433,3,464.43,CUST00466,STORE008
SALE0100257,2025-04-22,P1338,3,365.55,CUST00792,STORE007
SALE0100258,2025-02-22,P1789,1,394.42,CUST00265,STORE004
SALE0100259,2025-05-22,P2425,5,7309.7,CUST00023,STORE002
SALE0100260,2025-05-04,P1690,2,263.6,CUST00269,STORE003
SALE0100261,2025-02-17,P1685,3,861.96,CUST00206,STORE010
SALE0100262,2025-05-06,P1502,2,4340.92,CUST00585,STORE005
SALE0100263,2025-01-24,P2495,5,1168.8,CUST00728,STORE004
SALE0100264,2025-05-18,P1130,5,4280.75,CUST00080,STORE003
SALE0100265,2025-02-09,P2163,1,207.72,CUST00427,STORE008
SALE0100266,2025-04-25,P2473,4,2949.24,CUST00098,STORE005
SALE0100267,2025-05-06,P1236,3,2765.04,CUST00872,STORE008
SALE0100268,2025-03-31,P2007,1,767.78,CUST00968,STORE010
SALE0100269,2025-04-12,P2359,1,1067.87,CUST00281,STORE009
SALE0100270,2025-06-18,P1417,5,3599.05,CUST00075,STORE008
SALE0100271,2025-02-05,P1518,5,5096.7,CUST00898,STORE007
SALE0100272,2025-05-16,P2326,2,4350.34,CUST00454,STORE005
SALE0100273,2025-02-21,P1743,5,3939.75,CUST00598,STORE003
SALE0100274,2025-04-05,P2187,1,782.63,CUST01000,STORE003
SALE0100275,2025-03-02,P1274,5,351228.15,CUST00772,STORE007
SALE0100276,2025-01-01,P1223,4,4287.08,CUST00638,STORE005
SALE0100277,2025-01-19,P1442,3,2050.17,CUST00706,STORE009
SALE0100278,2025-04-08,P1104,2,1387.34,CUST00187,STORE008
SALE0100279,2025-05-19,P1602,3,2969.67,CUST00506,STORE008
SALE0100280,2025-05-28,P1055,1,1311.2,CUST00126,STORE009
SALE0100281,2025-04-05,P1381,5,14617.1,CUST00512,STORE001
SALE0100282,2025-04-19,P2045,5,2878.9,CUST00937,STORE003
SALE0100283,2025-04-20,P2059,1,1214.25,CUST00845,STORE006
SALE0100284,2025-06-04,P2165,3,1426.71,CUST00086,STORE001
SALE0100285,2025-04-04,P1178,1,754.77,CUST00343,STORE002
SALE0100286,2025-04-21,P1269,5,1296.2,CUST00281,STORE002
SALE0100287,2025-02-07,P1409,5,8142.75,CUST00264,STORE004
SALE0100288,2025-06-18,P2151,4,312.0,CUST00248,STORE008
SALE0100289,2025-03-27,P2231,5,15514.8,CUST00569,STORE010
SALE0100290,2025-01-25,P1694,4,2134.44,CUST00060,STORE009
SALE0100291,2025-01-27,P1427,4,403.12,CUST00905,STORE004
SALE0100292,2025-03-26,P1650,1,1454.42,CUST00159,STORE009
SALE0100293,2025-05-06,P2387,5,283.85,CUST00854,STORE007
SALE0100294,2025-05-12,P1341,3,282741.93,CUST00155,STORE001
SALE0100295,2025-06-28,P1792,1,650.04,CUST00445,STORE003
SALE0100296,2025-01-14,P1581,3,367.89,CUST00696,STORE002
SALE0100297,2025-04-06,P1274,1,70245.63,CUST00235,STORE002
SALE0100298,2025-02-10,P1680,1,3124.44,CUST00401,STORE006
SALE0100299,2025-06-21,P2228,4,4425.36,CUST00393,STORE007
SALE0100300,2025-06-25,P2497,1,712.24,CUST00243,STORE004
SALE0100301,2025-06-23,P2424,2,1082.32,CUST00690,STORE001
SALE0100302,2025-02-28,P1128,4,427.44,CUST00465,STORE008
SALE0100303,2025-01-21,P2023,2,7738.84,CUST00400,STORE010
SALE0100304,2025-05-05,P1217,4,14262.2,CUST00731,STORE010
SALE0100305,2025-05-29,P1661,2,374.1,CUST00853,STORE002
SALE0100306,2025-01-29,P1964,4,4264.36,CUST00556,STORE002
SALE0100307,2025-03-22,P2274,5,15868.1,CUST00272,STORE002
SALE0100308,2025-05-08,P2353,4,1571.88,CUST00464,STORE009
SALE0100309,2025-01-30,P1486,4,3190.84,CUST00952,STORE007
SALE0100310,2025-03-09,P1948,3,910.29,CUST00411,STORE010
SALE0100311,2025-03-11,P1766,3,845.88,CUST00759,STORE007
SALE0100312,2025-02-17,P1240,2,643.62,CUST00310,STORE007
SALE0100313,2025-06-16,P2085,4,1776.56,CUST00583,STORE003
SALE0100314,2025-03-04,P2417,2,243.38,CUST00679,STORE010
SALE0100315,2025-04-12,P1892,1,39.52,CUST00679,STORE001
SALE0100316,2025-04-26,P2256,3,5094.21,CUST00231,STORE010
SALE0100317,2025-05-01,P1986,2,3687.66,CUST00048,STORE003
SALE0100318,2025-01-10,P1554,1,772.78,CUST00431,STORE005
SALE0100319,2025-04-22,P2158,3,228164.49,CUST00204,STORE002
SALE0100320,2025-04-18,P1820,1,144.21,CUST00917,STORE004
SALE0100321,2025-05-30,P1220,5,552.1,CUST00199,STORE007
SALE0100322,2025-02-01,P1004,5,1062.25,CUST00108,STORE004
SALE0100323,2025-03-21,P1368,5,456.4,CUST00069,STORE002
SALE0100324,2025-01-31,P1721,2,1216.4,CUST00507,STORE005
SALE0100325,2025-05-26,P1775,3,159832.11,CUST00077,STORE004
SALE0100326,2025-04-25,P1000,3,4296.81,CUST00193,STORE009
SALE0100327,2025-01-05,P1382,2,1013.02,CUST00721,STORE008
SALE0100328,2025-04-22,P1868,5,4181.15,CUST00482,STORE001
SALE0100329,2025-06-05,P1798,1,230.65,CUST00789,STORE001
SALE0100330,2025-04-30,P1779,3,233.46,CUST00575,STORE009
SALE0100331,2025-03-25,P2064,5,308.6,CUST00361,STORE007
SALE0100332,2025-05-07,P2126,2,285.92,CUST00578,STORE006
SALE0100333,2025-01-01,P1948,3,910.29,CUST00105,STORE003
SALE0100334,2025-01-15,P1587,5,12353.0,CUST00295,STORE002
SALE0100335,2025-04-14,P1397,1,151.03,CUST00965,STORE004
SALE0100336,2025-03-29,P1604,3,26379.99,CUST00295,STORE005
SALE0100337,2025-01-05,P1408,5,493.85,CUST00624,STORE005
SALE0100338,2025-04-16,P2059,3,3642.75,CUST00175,STORE009
SALE0100339,2025-03-19,P1850,3,5382.6,CUST00298,STORE004
SALE0100340,2025-01-11,P2332,2,565.18,CUST00660,STORE009
SALE0100341,2025-05-20,P1674,1,300.72,CUST00793,STORE010
SALE0100342,2025-01-24,P1544,2,2214.34,CUST00768,STORE003
SALE0100343,2025-05-19,P1378,2,3088.46,CUST00549,STORE001
SALE0100344,2025-06-27,P1788,2,1444.88,CUST00264,STORE008
SALE0100345,2025-06-25,P1458,5,3113.85,CUST00932,STORE001
SALE0100346,2025-04-22,P2060,3,417.96,CUST00541,STORE007
SALE0100347,2025-03-16,P1124,3,406.56,CUST00829,STORE001
SALE0100348,2025-06-26,P2085,1,444.14,CUST00552,STORE007
SALE0100349,2025-02-12,P1900,4,9571.56,CUST00092,STORE001
SALE0100350,2025-01-10,P2095,4,8696.48,CUST00514,STORE001
SALE0100351,2025-04-12,P2474,4,5276.04,CUST00877,STORE009
SALE0100352,2025-05-27,P1772,2,3757.7,CUST00598,STORE008
SALE0100353,2025-05-24,P1132,1,1365.25,CUST00100,STORE004
SALE0100354,2025-06-11,P2075,5,1549.0,CUST00038,STORE010
SALE0100355,2025-06-28,P2440,4,222.96,CUST00871,STORE010
SALE0100356,2025-01-23,P1347,2,1326.42,CUST00806,STORE004
SALE0100357,2025-03-23,P1686,4,783.8,CUST00655,STORE008
SALE0100358,2025-04-10,P1994,3,104164.38,CUST00002,STORE001
SALE0100359,2025-06-22,P2284,1,1142.35,CUST00383,STORE003
SALE0100360,2025-03-21,P1987,4,1825.24,CUST00124,STORE006
SALE0100361,2025-04-04,P1904,2,1591.94,CUST00035,STORE009
SALE0100362,2025-03-22,P1550,1,1163.82,CUST00831,STORE004
SALE0100363,2025-05-27,P1905,3,253.08,CUST00771,STORE001
SALE0100364,2025-05-06,P1159,1,83.91,CUST00278,STORE007
SALE0100365,2025-05-26,P2150,5,11697.55,CUST00369,STORE003
SALE0100366,2025-03-26,P1022,3,3004.23,CUST00314,STORE003
SALE0100367,2025-06-14,P1414,5,2371.5,CUST00175,STORE006
SALE0100368,2025-04-24,P2419,5,13328.9,CUST00529,STORE005
SALE0100369,2025-05-18,P2027,5,2742.15,CUST00709,STORE001
SALE0100370,2025-04-26,P1631,4,223.4,CUST00464,STORE004
SALE0100371,2025-04-03,P1881,4,825.0,CUST00011,STORE001
SALE0100372,2025-01-10,P1983,3,9011.88,CUST00832,STORE009
SALE0100373,2025-01-31,P1776,3,310.26,CUST00152,STORE002
SALE0100374,2025-03-08,P1535,2,876.62,CUST00685,STORE003
SALE0100375,2025-01-29,P2052,3,3372.0,CUST00352,STORE001
SALE0100376,2025-06-20,P2266,1,653.74,CUST00465,STORE002
SALE0100377,2025-03-21,P2308,1,107.47,CUST00917,STORE003
SALE0100378,2025-04-08,P1361,2,492.26,CUST00822,STORE005
SALE0100379,2025-01-28,P2278,3,6637.83,CUST00419,STORE010
SALE0100380,2025-06-26,P2331,4,3417.32,CUST00199,STORE003
SALE0100381,2025-04-28,P1121,1,488.0,CUST00480,STORE003
SALE0100382,2025-05-02,P2132,4,1244.36,CUST00935,STORE006
SALE0100383,2025-03-25,P1599,2,2383.24,CUST00675,STORE008
SALE0100384,2025-04-30,P1388,3,799.86,CUST00068,STORE002
SALE0100385,2025-01-14,P1211,1,1866.77,CUST00522,STORE003
SALE0100386,2025-02-06,P1580,4,628.32,CUST00010,STORE001
SALE0100387,2025-04-15,P1434,1,188.7,CUST00881,STORE001
SALE0100388,2025-01-29,P1321,3,3879.75,CUST00613,STORE006
SALE0100389,2025-05-16,P1992,5,692.25,CUST00965,STORE004
